"","isActive","isRookie","namePlayer","idPlayer","countSeasons","nameTeam","namePlayerLastFirst","yearSeasonFirst","yearSeasonLast","slugPlayer","idTeam","cityTeam","teamName","slugTeam","codeTeam","hasGamesPlayedFlag","urlPlayerStats","urlPlayerThumbnail","urlPlayerHeadshot","urlPlayerActionPhoto","namePlayerLast","namePlayerFirst"
"3338",FALSE,FALSE,"Roy Rogers",964,3,NA,"Rogers, Roy",1996,1999,"HISTADD_roy_rogers",NA,NA,NA,NA,NA,TRUE,"https://stats.nba.com/player/964","https://stats.nba.com/media/players/230x185/964.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/964.png","https://stats.nba.com/media/players/700/964.png","Rogers"," Roy"
"3339",FALSE,FALSE,"Al Roges",78010,1,NA,"Roges, Al",1953,1954,"HISTADD_al_roges",NA,NA,NA,NA,NA,TRUE,"https://stats.nba.com/player/78010","https://stats.nba.com/media/players/230x185/78010.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/78010.png","https://stats.nba.com/media/players/700/78010.png","Roges"," Al"
"3340",FALSE,FALSE,"Ken Rohloff",78011,0,NA,"Rohloff, Ken",1963,1963,"HISTADD_ken_rohloff",NA,NA,NA,NA,NA,TRUE,"https://stats.nba.com/player/78011","https://stats.nba.com/media/players/230x185/78011.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/78011.png","https://stats.nba.com/media/players/700/78011.png","Rohloff"," Ken"
"3341",FALSE,FALSE,"Magnum Rolle",202375,0,NA,"Rolle, Magnum",2010,2010,"magnum_rolle",NA,NA,NA,NA,NA,TRUE,"https://stats.nba.com/player/202375","https://stats.nba.com/media/players/230x185/202375.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202375.png","https://stats.nba.com/media/players/700/202375.png","Rolle"," Magnum"
"3342",FALSE,FALSE,"Kenny Rollins",78012,4,NA,"Rollins, Kenny",1948,1952,"HISTADD_kenny_rollins",NA,NA,NA,NA,NA,TRUE,"https://stats.nba.com/player/78012","https://stats.nba.com/media/players/230x185/78012.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/78012.png","https://stats.nba.com/media/players/700/78012.png","Rollins"," Kenny"
"3343",FALSE,FALSE,"Phil Rollins",78013,2,NA,"Rollins, Phil",1958,1960,"HISTADD_phil_rollins",NA,NA,NA,NA,NA,TRUE,"https://stats.nba.com/player/78013","https://stats.nba.com/media/players/230x185/78013.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/78013.png","https://stats.nba.com/media/players/700/78013.png","Rollins"," Phil"
"3344",FALSE,FALSE,"Tree Rollins",78014,17,NA,"Rollins, Tree",1977,1994,"HISTADD_tree_rollins",NA,NA,NA,NA,NA,TRUE,"https://stats.nba.com/player/78014","https://stats.nba.com/media/players/230x185/78014.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/78014.png","https://stats.nba.com/media/players/700/78014.png","Rollins"," Tree"
"3345",FALSE,FALSE,"Lorenzo Romar",78015,4,NA,"Romar, Lorenzo",1980,1984,"HISTADD_lorenzo_romar",NA,NA,NA,NA,NA,TRUE,"https://stats.nba.com/player/78015","https://stats.nba.com/media/players/230x185/78015.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/78015.png","https://stats.nba.com/media/players/700/78015.png","Romar"," Lorenzo"
"3346",TRUE,FALSE,"Rajon Rondo",200765,12,"Los Angeles Lakers","Rondo, Rajon",2006,2018,"rajon_rondo",1610612747,"Los Angeles","Lakers","LAL","lakers",TRUE,"https://stats.nba.com/player/200765","https://stats.nba.com/media/players/230x185/200765.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200765.png","https://stats.nba.com/media/players/700/200765.png","Rondo"," Rajon"
"3347",FALSE,FALSE,"Sean Rooks",399,11,NA,"Rooks, Sean",1992,2003,"sean_rooks",NA,NA,NA,NA,NA,TRUE,"https://stats.nba.com/player/399","https://stats.nba.com/media/players/230x185/399.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/399.png","https://stats.nba.com/media/players/700/399.png","Rooks"," Sean"
"3348",TRUE,FALSE,"Derrick Rose",201565,10,"Minnesota Timberwolves","Rose, Derrick",2008,2018,"derrick_rose",1610612750,"Minnesota","Timberwolves","MIN","timberwolves",TRUE,"https://stats.nba.com/player/201565","https://stats.nba.com/media/players/230x185/201565.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201565.png","https://stats.nba.com/media/players/700/201565.png","Rose"," Derrick"
"3349",FALSE,FALSE,"Jalen Rose",147,12,NA,"Rose, Jalen",1994,2006,"jalen_rose",NA,NA,NA,NA,NA,TRUE,"https://stats.nba.com/player/147","https://stats.nba.com/media/players/230x185/147.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/147.png","https://stats.nba.com/media/players/700/147.png","Rose"," Jalen"
"3350",FALSE,FALSE,"Malik Rose",990,12,NA,"Rose, Malik",1996,2008,"malik_rose",NA,NA,NA,NA,NA,TRUE,"https://stats.nba.com/player/990","https://stats.nba.com/media/players/230x185/990.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/990.png","https://stats.nba.com/media/players/700/990.png","Rose"," Malik"
"3351",FALSE,FALSE,"Robert Rose",78016,0,NA,"Rose, Robert",1988,1988,"HISTADD_bob_rose",NA,NA,NA,NA,NA,TRUE,"https://stats.nba.com/player/78016","https://stats.nba.com/media/players/230x185/78016.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/78016.png","https://stats.nba.com/media/players/700/78016.png","Rose"," Robert"
"3352",FALSE,FALSE,"Alexander Rosenberg",78017,0,NA,"Rosenberg, Alexander",1946,1946,"HISTADD_petey_rosenberg",NA,NA,NA,NA,NA,TRUE,"https://stats.nba.com/player/78017","https://stats.nba.com/media/players/230x185/78017.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/78017.png","https://stats.nba.com/media/players/700/78017.png","Rosenberg"," Alexander"
"3353",FALSE,FALSE,"Lennie Rosenbluth",78018,1,NA,"Rosenbluth, Lennie",1957,1958,"HISTADD_lennie_rosenbluth",NA,NA,NA,NA,NA,TRUE,"https://stats.nba.com/player/78018","https://stats.nba.com/media/players/230x185/78018.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/78018.png","https://stats.nba.com/media/players/700/78018.png","Rosenbluth"," Lennie"
